,Primacy Agency,PWSID,PWS Name,Reported System Size,Service Lines,1. Service lines that contain any lead pipe,2. Service lines that do not contain any lead pipe but have lead connectors,3a. Service lines that contain galvanized pipe and were previously downstream from a lead source,3b. Service lines that contain galvanized pipe that have never been downstream from any lead source,4a. Service lines that do not contain any lead pipe or galvanized pipe and that do not have lead connectors,4b. Service lines for which the material makeup of the service line and of the connector are not known,Not reported,Total,COUNTY_FIPS,STATE_FIPS,FIPS
2808,PR,PR0306093,ACUED. RURAL DAGUEY  AJIES ARRIBA,Small,200,0,0.0,0,0,200.0,0,0,200,306,,
2809,RI,RI1559511,KENT COUNTY WATER AUTHORITY,Medium,27392,56,0.0,0,0,13640.0,13696,0,27392,559,44,44559
2810,RI,RI1559512,WESTERLY WATER DEPARTMENT,Medium,1270,1270,0.0,0,0,0.0,0,0,1270,559,44,44559
2811,RI,RI1559517,NORTH KINGSTOWN TOWN OF,Medium,9395,0,0.0,0,0,0.0,0,9395,9395,559,44,44559
2812,RI,RI1559518,WOONSOCKET WATER DIVISION,Medium,9747,233,0.0,0,0,9514.0,0,0,9747,559,44,44559
2813,RI,RI1583825,GLENDALE WATER ASSN,Small,31,0,0.0,0,0,0.0,0,31,31,583,44,44583
2814,RI,RI1583827,GLOCESTER TOWN HALL-SCHOOL ADMINISTRATIO,Small,2,0,0.0,0,0,0.0,0,2,2,583,44,44583
2815,RI,RI1592010,NEWPORT-CITY OF,Medium,2585,1041,0.0,0,0,0.0,1544,0,2585,592,44,44592
2816,RI,RI1592021,PAWTUCKET-CITY OF,Large,23833,0,0.0,0,0,0.0,23833,0,23833,592,44,44592
2817,RI,RI1592022,PORTSMOUTH WATER & FIRE DISTRICT,Medium,6702,0,0.0,0,0,0.0,0,6702,6702,592,44,44592
2818,RI,RI1592024,PROVIDENCE-CITY OF,Large,77000,11000,0.0,0,0,0.0,66000,0,77000,592,44,44592
2819,RI,RI1592025,QUONSET BUSINESS PARK,Medium,200,0,0.0,0,0,0.0,0,200,200,592,44,44592
2820,RI,RI1615610,EAST PROVIDENCE-CITY OF,Medium,10,10,0.0,0,0,0.0,0,0,10,615,44,44615
2821,RI,RI1615623,SOUTH KINGSTOWN-SOUTH SHORE,Medium,2852,0,0.0,0,0,0.0,0,2852,2852,615,44,44615
2822,RI,RI1615624,SUEZ WATER,Medium,8926,32,0.0,0,0,5517.0,3377,0,8926,615,44,44615
2823,RI,RI1615627,WARWICK-CITY OF,Large,26701,0,0.0,0,0,0.0,26701,0,26701,615,44,44615
2824,RI,RI1647515,BRISTOL COUNTY WATER AUTHORITY,Medium,15760,2,54.0,149,24,15415.0,116,0,15760,647,44,44647
2825,RI,RI1647516,ELEANOR SLATER HOSPITAL ZAMBARANO UNIT,Small,20,0,0.0,0,0,0.0,0,20,20,647,44,44647
2826,RI,RI1647530,"CUMBERLAND, TOWN OF",Medium,8369,0,0.0,0,0,0.0,0,8369,8369,647,44,44647
2827,RI,RI1858410,GREENVILLE WATER DISTRICT,Medium,3263,0,0.0,0,0,0.0,0,3263,3263,858,44,44858
2828,RI,RI1858411,HARRISVILLE FIRE DISTRICT,Medium,5,5,0.0,0,0,0.0,0,0,5,858,44,44858
2829,RI,RI1858422,UNIVERSITY OF RHODE ISLAND,Medium,122,0,0.0,0,0,0.0,0,122,122,858,44,44858
2830,RI,RI1858423,LINCOLN WATER COMMISSION,Medium,12750,0,0.0,0,0,0.0,0,12750,12750,858,44,44858
2831,RI,RI1858428,Point Judith RI1858428 and North End RI1858429,Medium,5353,0,0.0,0,0,5353.0,0,0,5353,858,44,44858
2832,RI,RI1900034,NASONVILLE WATER DISTRICT,Small,55,0,0.0,0,0,0.0,0,55,55,900,44,44900
2833,RI,RI2519424,CHIMERA INC,Small,40,0,0.0,0,0,0.0,40,0,40,519,44,44519
2834,RI,RI2980146,LAUREL CREST_GLOCESTER HOUSING AUTHORITY,Small,6,0,0.0,0,0,0.0,0,6,6,980,44,44980
2835,RI,RI2980433,PROVIDENCE WATER,Small,19,0,0.0,0,0,0.0,0,19,19,980,44,44980
2836,SC,SC0110002,CALHOUN FALLS TOWN OF (0110002),Medium,914,0,0.0,0,0,0.0,914,0,914,110,45,45110
2837,SC,SC0120001,DONALDS-DUE WEST W&SA (0120001),Medium,2458,0,0.0,0,0,0.0,0,2458,2458,120,45,45120
2838,SC,SC0210001,AIKEN CITY OF (0210001),Medium,20292,0,0.0,0,0,0.0,20292,0,20292,210,45,45210
2839,SC,SC0210002,JACKSON TOWN OF (0210002),Medium,1312,0,0.0,0,0,0.0,0,1312,1312,210,45,45210
2840,SC,SC0210003,NORTH AUGUSTA CITY OF (0210003),Medium,12424,0,0.0,0,0,0.0,12424,0,12424,210,45,45210
2841,SC,SC0410003,HONEA PATH TOWN OF (0410003),Medium,1750,0,0.0,0,0,0.0,1750,0,1750,410,45,45410
2842,SC,SC0410011,BELTON-HONEA PATH WA (0410011),Medium,954,0,0.0,0,0,954.0,0,0,954,410,45,45410
2843,SC,SC0410012,ELECTRIC CITY UTILITIES (0410012),Medium,17959,6285,0.0,0,0,11674.0,0,0,17959,410,45,45410
2844,SC,SC0420011,ANDERSON REGIONAL JOINT WS (SC0420011),Large,43,0,0.0,0,0,0.0,0,43,43,420,45,45420
2845,SC,SC0720003,BJW&SA (0720003),Large,58500,0,500.0,1000,1000,53000.0,3000,0,58500,720,45,45720
2846,SC,SC0720006,HILTON HEAD PSD 1 (0720006),Medium,12155,0,0.0,0,0,0.0,12155,0,12155,720,45,45720
2847,SC,SC0720009,BROAD CREEK PSD (0720009),Medium,1872,0,0.0,0,0,1872.0,0,0,1872,720,45,45720
2848,SC,SC0810004,GOOSE CREEK CITY OF (0810004),Medium,10641,0,0.0,0,0,0.0,10641,0,10641,810,45,45810
2849,SC,SC0820002,BCWSA SANGAREE W/D (0820002),Medium,28123,0,0.0,0,0,0.0,28123,0,28123,820,45,45820
2850,SC,SC0820008,SANTEE COOPER REG WATER (0820008),Large,13,0,0.0,0,0,0.0,0,13,13,820,45,45820
2851,SC,SC0820009,BCWSA EAST COOPER (0820009),Medium,4363,0,0.0,0,0,0.0,0,4363,4363,820,45,45820
2852,SC,SC1010001,CHARLESTON WATER SYSTEM (SC1010001),Large,62865,9548,6500.0,0,0,36626.0,10191,0,62865,010,45,45010
2853,SC,SC1010002,MT PLEASANT WATER WORKS (1010002),Medium,42525,0,0.0,0,0,0.0,42525,0,42525,010,45,45010
2854,SC,SC1020002,ST JOHN'S WATER (1020002),Medium,9016,0,0.0,0,0,0.0,9016,0,9016,020,45,45020
2855,SC,SC1110001,GAFFNEY BPW (1110001),Medium,11775,0,0.0,0,0,1146.0,10629,0,11775,110,45,45110
2856,SC,SC1120002,GRASSY POND WATER CO (1120002),Medium,3500,0,0.0,0,0,3500.0,0,0,3500,120,45,45120
2857,SC,SC1220002,CHESTER METROPOLITAN DISTRICT (1220002),Medium,3931,0,0.0,0,0,0.0,0,3931,3931,220,45,45220
2858,SC,SC1310001,CHERAW TOWN OF (1310001),Medium,2795,0,0.0,0,0,0.0,2795,0,2795,310,45,45310
2859,SC,SC1320004,ALLIGATOR RURAL WATER (1320004),Medium,1800,0,0.0,0,0,1800.0,0,0,1800,320,45,45320
2860,SC,SC1510006,EDISTO BEACH TOWN OF (1510006),Medium,2367,0,0.0,0,0,0.0,2367,0,2367,510,45,45510
2861,SC,SC1620001,DARLINGTON COUNTY W&SA (1620001),Medium,18264,0,0.0,0,0,0.0,18264,0,18264,620,45,45620
2862,SC,SC1710001,DILLON CITY OF (SC1710001),Medium,3547,0,0.0,0,0,0.0,3547,0,3547,710,45,45710
2863,SC,SC1810003,SUMMERVILLE CPW (1810003),Large,26774,0,0.0,0,0,0.0,26774,0,26774,810,45,45810
2864,SC,SC2010001,WINNSBORO TOWN OF (2010001),Medium,5300,0,0.0,0,0,3100.0,2200,0,5300,010,45,45010
2865,SC,SC2010002,RIDGEWAY TOWN OF (2010002),Small,342,0,5.0,10,20,307.0,0,0,342,010,45,45010
2866,SC,SC2020001,JENKINSVILLE WATER COMPANY (2020001),Small,123,0,0.0,0,0,123.0,0,0,123,020,45,45020
2867,SC,SC2020005,MITFORD WATER DISTRICT (SC2020005),Small,1058,0,0.0,0,0,1058.0,0,0,1058,020,45,45020
2868,SC,SC2110001,FLORENCE CITY OF (2110001),Medium,32179,0,0.0,0,0,22179.0,10000,0,32179,110,45,45110
2869,SC,SC2110007,LAKE CITY CITY OF (2110007),Medium,4202,0,117.0,87,1850,2148.0,0,0,4202,110,45,45110
2870,SC,SC2210001,GEORGETOWN CITY OF (2210001),Medium,4967,0,0.0,0,0,0.0,4967,0,4967,210,45,45210
2871,SC,SC2220001,GEORGETOWN RURAL COMM WA (2220001),Medium,2079,0,0.0,0,21,2058.0,0,0,2079,220,45,45220
2872,SC,SC2220010,GCWSD WACCAMAW NECK (2220010),Medium,17541,0,0.0,0,0,17541.0,0,0,17541,220,45,45220
2873,SC,SC2310001,GREENVILLE WATER (2310001),Large,169404,0,2700.0,0,0,166704.0,0,0,169404,310,45,45310
2874,SC,SC2310005,GREER CPW (2310005),Medium,22234,0,0.0,0,0,0.0,22234,0,22234,310,45,45310
2875,SC,SC2320003,BLUE RIDGE WATER CO INC (2320003),Medium,15594,0,0.0,0,0,0.0,0,15594,15594,320,45,45320
2876,SC,SC2410001,GREENWOOD CPW (2410001),Medium,22489,0,0.0,0,0,0.0,22489,0,22489,410,45,45410
2877,SC,SC2610001,MYRTLE BEACH CITY OF (SC2610001),Medium,25276,0,0.0,0,0,0.0,25276,0,25276,610,45,45610
2878,SC,SC2610011,N MYRTLE BEACH CITY OF (SC2610011),Medium,15052,0,0.0,0,0,0.0,0,15052,15052,610,45,45610
2879,SC,SC2620001,CONWAY RURAL (2620001),Medium,5814,0,0.0,0,0,5814.0,0,0,5814,620,45,45620
2880,SC,SC2620004,GSW&SA (SC2620004),Large,96000,500,3000.0,4000,500,80000.0,8000,0,96000,620,45,45620
2881,SC,SC2620009,GSW&SA-MYRTLE BEACH (SC2620009),Medium,1,0,0.0,0,0,0.0,0,1,1,620,45,45620
2882,SC,SC2660049,LAKEWOOD CAMPGROUND (2660049),Medium,1796,0,0.0,0,0,1437.0,359,0,1796,660,45,45660
2883,SC,SC2810001,CAMDEN CITY OF (2810001),Medium,7132,0,0.0,0,0,0.0,7132,0,7132,810,45,45810
2884,SC,SC2810002,BETHUNE TOWN OF (2810002),Small,236,0,0.0,0,0,236.0,0,0,236,810,45,45810
2885,SC,SC2820001,LUGOFF ELGIN WATER AUTH (2820001),Medium,9744,0,0.0,0,0,0.0,9744,0,9744,820,45,45820
2886,SC,SC2910001,LANCASTER CITY OF (SC2910001),Medium,6470,0,0.0,0,0,0.0,6470,0,6470,910,45,45910
2887,SC,SC2910002,HEATH SPRINGS TOWN OF (SC2910002),Small,451,0,0.0,0,0,451.0,0,0,451,910,45,45910
2888,SC,SC2910003,KERSHAW TOWN OF (2910003),Small,1167,0,0.0,10,57,1100.0,0,0,1167,910,45,45910
2889,SC,SC2920001,LANCASTER COUNTY W&SD (SC2920001),Medium,29639,0,0.0,0,0,0.0,29639,0,29639,920,45,45920
2890,SC,SC3010001,LAURENS CPW (3010001),Medium,6224,0,0.0,0,0,0.0,6224,0,6224,010,45,45010
2891,SC,SC3010002,CLINTON CITY OF (3010002),Medium,4771,0,0.0,0,0,0.0,0,4771,4771,010,45,45010
2892,SC,SC3020001,LAURENS COUNTY W&S COMM (3020001),Medium,15276,0,0.0,0,0,0.0,15276,0,15276,020,45,45020
2893,SC,SC3210002,BATESBURG LEESVILLE DPW (3210002),Medium,2503,0,0.0,0,0,0.0,0,2503,2503,210,45,45210
2894,SC,SC3210004,WEST COLUMBIA CITY OF (3210004),Medium,13846,0,0.0,0,0,0.0,13846,0,13846,210,45,45210
2895,SC,SC3220002,GASTON RURAL WATER DIST (SC3220002),Medium,3247,0,0.0,0,0,3247.0,0,0,3247,220,45,45220
2896,SC,SC3220003,JOINT MUNICIPAL WSC (3220003),Medium,18700,0,0.0,0,0,0.0,18700,0,18700,220,45,45220
2897,SC,SC3420001,MARLBORO WATER CO (SC3420001),Medium,2173,0,0.0,0,0,0.0,2173,0,2173,420,45,45420
2898,SC,SC3610001,NEWBERRY CITY OF (3610001),Medium,4666,0,0.0,0,0,0.0,4666,0,4666,610,45,45610
2899,SC,SC3710002,SENECA CITY OF (3710002),Medium,15905,0,0.0,0,0,7953.0,7952,0,15905,710,45,45710
2900,SC,SC3710003,WESTMINSTER CITY OF (3710003),Medium,3281,20,20.0,0,0,2120.0,1121,0,3281,710,45,45710
2901,SC,SC3770659,SCPRT-OCONEE STATION (3770659),Small,2,0,0.0,0,0,2.0,0,0,2,770,45,45770
2902,SC,SC3810001,ORANGEBURG DPU (3810001),Medium,23360,0,0.0,0,0,0.0,23360,0,23360,810,45,45810
2903,SC,SC3910001,PICKENS WTP (3910001),Medium,4863,0,0.0,0,0,0.0,0,4863,4863,910,45,45910
2904,SC,SC3910002,EASLEY COMBINED UTIL (SC3910002),Medium,15920,0,0.0,0,119,9172.0,6629,0,15920,910,45,45910
2905,SC,SC3920010,SOUTHSIDE W/D (3920010),Medium,4151,0,0.0,0,0,0.0,0,4151,4151,920,45,45920
2906,SC,SC4010001,COLUMBIA CITY OF (4010001),Large,137000,0,0.0,0,0,125000.0,12000,0,137000,010,45,45010
2907,SC,SC4110001,SALUDA CPW (4110001),Medium,1535,0,25.0,10,100,1400.0,0,0,1535,110,45,45110
2908,SC,SC4210001,SPARTANBURG WATER SYSTEM (4210001),Large,64236,0,4400.0,1000,0,36145.0,22691,0,64236,210,45,45210
2909,SC,SC4220006,SJWD MIDDLE TYGER WTP (4220006),Medium,30721,0,0.0,0,0,0.0,30721,0,30721,220,45,45220
2910,SC,SC4220007,WOODRUFF ROEBUCK W/D (4220007),Medium,11226,0,0.0,0,0,0.0,11226,0,11226,220,45,45220
2911,SC,SC4310001,SUMTER CITY OF (SC4310001),Medium,27624,0,0.0,0,0,0.0,27624,0,27624,310,45,45310
2912,SC,SC4320003,HIGH HILLS RURAL WATER CO INC (4320003),Medium,5076,0,0.0,0,0,0.0,0,5076,5076,320,45,45320
2913,SC,SC4410001,UNION CITY OF (4410001),Medium,5810,0,0.0,0,0,0.0,5810,0,5810,410,45,45410
2914,SC,SC4420001,MEANSVILLE RILEY W/D (4420001),Medium,2950,0,0.0,0,0,2950.0,0,0,2950,420,45,45420
2915,SC,SC4420002,BROWNS CREEK W/D (4420002),Medium,1209,0,0.0,0,0,0.0,1209,0,1209,420,45,45420
2916,SC,SC4610001,YORK CITY OF (4610001),Medium,3700,0,2000.0,0,0,1500.0,200,0,3700,610,45,45610
2917,SC,SC4610002,ROCK HILL CITY OF (SC4610002),Large,34219,0,0.0,0,0,0.0,34219,0,34219,610,45,45610
2918,SC,SC4610008,TEGA CAY CITY OF (SC4610008),Medium,4925,0,0.0,0,25,3700.0,1200,0,4925,610,45,45610
2919,SC,SC4620002,YORK COUNTY EAST WD (4620002),Medium,11872,0,0.0,0,0,0.0,0,11872,11872,620,45,45620
2920,SC,SC4620003,YORK COUNTY WEST WD (4620003),Medium,2092,0,0.0,0,0,0.0,0,2092,2092,620,45,45620
2921,SD,SD4600020,ABERDEEN,Medium,8968,40,0.0,0,0,0.0,8928,0,8968,600,46,46600
2922,SD,SD4600041,PINE HILLS PARK,Small,108,0,0.0,0,0,108.0,0,0,108,600,46,46600
2923,SD,SD4600071,BROOKINGS MUNICIPAL UTILITIES,Medium,8289,53,0.0,0,1,8205.0,30,0,8289,600,46,46600
2924,SD,SD4600163,HOT SPRINGS,Medium,1400,25,25.0,70,100,1180.0,0,0,1400,600,46,46600
2925,SD,SD4600169,HURON,Medium,5134,1000,0.0,0,0,4134.0,0,0,5134,600,46,46600
2926,SD,SD4600190,LEAD-DEADWOOD SANITARY DISTRICT,Medium,2,0,0.0,0,0,0.0,0,2,2,600,46,46600
2927,SD,SD4600199,MADISON,Medium,2423,0,0.0,0,0,2423.0,0,0,2423,600,46,46600
2928,SD,SD4600214,MITCHELL,Medium,5700,504,1050.0,5,0,4020.0,121,0,5700,600,46,46600
2929,SD,SD4600242,PIERRE,Medium,5141,18,0.0,0,0,5123.0,0,0,5141,600,46,46600
2930,SD,SD4600274,RAPID VALLEY SANITARY DISTRICT,Medium,3837,0,0.0,0,0,3837.0,0,0,3837,600,46,46600
2931,SD,SD4600294,SIOUX FALLS,Large,61479,0,0.0,0,4,61474.0,1,0,61479,600,46,46600
2932,SD,SD4600311,SPEARFISH,Medium,4634,0,0.0,0,0,0.0,4634,0,4634,600,46,46600
2933,SD,SD4600342,VERMILLION,Medium,3193,4,0.0,269,0,2357.0,563,0,3193,600,46,46600
2934,SD,SD4600356,WATERTOWN MUNICIPAL UTILITIES,Medium,9489,50,1714.0,0,0,7725.0,0,0,9489,600,46,46600
2935,SD,SD4600406,RAPID CITY,Medium,22994,0,0.0,0,200,22744.0,50,0,22994,600,46,46600
2936,SD,SD4600409,TEA,Medium,1900,0,0.0,0,0,1900.0,0,0,1900,600,46,46600
2937,SD,SD4600429,BIG SIOUX COMMUNITY WATER SYSTEM,Medium,2252,0,0.0,0,0,2252.0,0,0,2252,600,46,46600
2938,SD,SD4600430,BROOKINGS-DEUEL RURAL WATER SYSTEM,Medium,2680,0,0.0,0,0,2680.0,0,0,2680,600,46,46600
2939,SD,SD4600432,MINNEHAHA COMMUNITY WATER CORP,Medium,5282,0,0.0,0,0,5282.0,0,0,5282,600,46,46600
2940,SD,SD4600433,RANDALL COMMUNITY WATER DISTRICT,Medium,2807,0,0.0,0,0,2807.0,0,0,2807,600,46,46600
2941,SD,SD4600621,AURORA-BRULE RURAL WATER SYSTEM,Medium,1040,0,0.0,0,0,0.0,0,1040,1040,600,46,46600
2942,SD,SD4600864,GRANT-ROBERTS RURAL WATER SYSTEM,Medium,1955,0,0.0,0,0,1955.0,0,0,1955,600,46,46600
2943,SD,SD4600882,BROWN-DAY-MARSHALL RWS,Medium,2293,5,20.0,0,0,1868.0,400,0,2293,600,46,46600
2944,SD,SD4600915,CROOKED OAKS CANYON HOMEOWNERS,Small,28,0,0.0,0,0,0.0,0,28,28,600,46,46600
2945,SD,SD4600999,TM RURAL WATER DISTRICT,Medium,1650,0,0.0,0,0,1650.0,0,0,1650,600,46,46600
2946,SD,SD4601000,EAST RIDGE ACRES,Small,47,0,0.0,0,0,0.0,0,47,47,601,46,46601
2947,SD,SD4602175,MID-DAKOTA RURAL WATER,Medium,6245,0,0.0,0,0,0.0,0,6245,6245,602,46,46602
2948,SD,SD4602179,PINE CONE ESTATES,Small,17,0,0.0,0,0,17.0,0,0,17,602,46,46602
2949,SD,SD4602250,LOFTY PINES II,Small,15,0,0.0,0,0,15.0,0,0,15,602,46,46602
2950,SD,SD4602280,CENTENNIAL VISTA ESTATES,Small,12,0,0.0,0,0,0.0,0,12,12,602,46,46602
2951,SD,SD4602288,LEWIS AND CLARK REGIONAL WATER SYSTE,Large,15,0,0.0,0,0,0.0,0,15,15,602,46,46602
2952,SD,SD4680108,HILL CITY VISITOR CENTER,Small,1,0,0.0,0,0,0.0,0,1,1,680,46,46680
2953,TN,TN0000001,WEST ROBERTSON WATER AUTHORITY,Medium,2800,0,0.0,500,0,1800.0,500,0,2800,000,47,47000
2954,TN,TN0000024,ATHENS UTILITIES BOARD,Medium,8510,0,0.0,0,170,8340.0,0,0,8510,000,47,47000
2955,TN,TN0000033,ATOKA WATER SYSTEM,Medium,3194,0,0.0,0,0,0.0,3194,0,3194,000,47,47000
2956,TN,TN0000040,BAXTER WATER DEPARTMENT,Medium,2182,0,2182.0,0,0,0.0,0,0,2182,000,47,47000
2957,TN,TN0000041,BEAN STATION UTILITY DISTRICT,Medium,3404,0,0.0,0,0,3404.0,0,0,3404,000,47,47000
2958,TN,TN0000056,BLOOMINGDALE UTILITY DISTRICT,Medium,11238,0,0.0,0,0,5619.0,5619,0,11238,000,47,47000
2959,TN,TN0000063,BOLIVAR WATER SYSTEM,Medium,2656,0,0.0,0,0,0.0,2656,0,2656,000,47,47000
2960,TN,TN0000066,BON AQUA-LYLES UTILITY DISTRICT,Medium,4439,0,0.0,0,0,0.0,4439,0,4439,000,47,47000
2961,TN,TN0000069,BRENTWOOD WATER DEPTARTMENT,Medium,10400,0,0.0,0,500,9400.0,500,0,10400,000,47,47000
2962,TN,TN0000073,BRISTOL DEPTARTMENT OF UTILITIES,Medium,14008,0,0.0,0,0,0.0,14008,0,14008,000,47,47000
2963,TN,TN0000090,CAMDEN WATER DEPT,Medium,4453,0,0.0,0,0,0.0,4453,0,4453,000,47,47000
2964,TN,TN0000107,TENNESSEE AMERICAN WATER,Large,75864,2000,0.0,0,0,0.0,73864,0,75864,000,47,47000
2965,TN,TN0000116,CLARKSVILLE WATER DEPARTMENT,Large,79491,0,0.0,0,0,0.0,0,79491,79491,000,47,47000
2966,TN,TN0000117,CLEVELAND UTILITIES,Medium,33000,0,0.0,0,0,0.0,33000,0,33000,000,47,47000
2967,TN,TN0000120,CLINTON UTILITIES BOARD,Medium,7489,0,75.0,0,0,0.0,7414,0,7489,000,47,47000
2968,TN,TN0000126,COLLIERVILLE WATER DEPT,Medium,18023,0,180.0,0,0,0.0,17843,0,18023,000,47,47000
2969,TN,TN0000128,COLUMBIA POWER AND WATER SYSTEMS,Medium,24397,0,500.0,500,1000,11315.0,11082,0,24397,000,47,47000
2970,TN,TN0000133,COOKEVILLE WATER DEPT,Large,19632,0,0.0,0,0,0.0,19632,0,19632,000,47,47000
2971,TN,TN0000135,OLD GAINESBORO ROAD UTIL DIST,Medium,2482,0,0.0,0,0,2482.0,0,0,2482,000,47,47000
2972,TN,TN0000166,CUMBERLAND HEIGHTS UTILITY DISTRICT,Medium,1232,0,0.0,0,0,0.0,1232,0,1232,000,47,47000
2973,TN,TN0000167,CUNNINGHAM UTILITY DISTRICT,Medium,5662,0,0.0,0,0,0.0,5662,0,5662,000,47,47000
2974,TN,TN0000193,DOVER WATER DEPT,Medium,1712,0,0.0,0,64,1648.0,0,0,1712,000,47,47000
2975,TN,TN0000201,POPLAR GROVE UTILITY DISTRICT,Medium,7173,0,0.0,0,0,7173.0,0,0,7173,000,47,47000
2976,TN,TN0000205,DUNLAP WATER SYSTEM,Medium,2799,0,0.0,0,0,0.0,2799,0,2799,000,47,47000
2977,TN,TN0000219,EASTSIDE UTILITY DISTRICT,Medium,21343,0,0.0,0,0,0.0,21343,0,21343,000,47,47000
2978,TN,TN0000230,ERIN WATER DEPARTMENT,Medium,2890,0,0.0,0,0,0.0,2890,0,2890,000,47,47000
2979,TN,TN0000242,FAYETTEVILLE PUBLIC UTILITIES,Medium,5545,0,55.0,0,0,0.0,5490,0,5545,000,47,47000
2980,TN,TN0000244,FENTRESS COUNTY U.D.,Medium,5554,0,0.0,0,0,0.0,5554,0,5554,000,47,47000
2981,TN,TN0000246,FRANKLIN WATER DEPT,Medium,19064,0,6.0,0,0,2814.0,16244,0,19064,000,47,47000
2982,TN,TN0000247,MILCROFTON UTILITY DISTRICT,Medium,11835,0,0.0,0,100,11735.0,0,0,11835,000,47,47000
2983,TN,TN0000253,GALLATIN WATER DEPARTMENT,Medium,17317,0,173.0,0,0,0.0,17144,0,17317,000,47,47000
2984,TN,TN0000273,GREENEVILLE WATER & LIGHT COMM,Medium,10931,0,0.0,0,0,0.0,10931,0,10931,000,47,47000
2985,TN,TN0000286,HARPETH VALLEY U D,Large,23327,0,0.0,0,0,0.0,23327,0,23327,000,47,47000
2986,TN,TN0000291,HARTSVILLE-TROUDALE WAT/SEW U D,Medium,3051,0,0.0,0,0,0.0,0,3051,3051,000,47,47000
2987,TN,TN0000293,HENDERSON WATER DEPT.,Medium,3181,0,0.0,0,0,0.0,3181,0,3181,000,47,47000
2988,TN,TN0000299,JACKSON WATER SYSTEM,Medium,37016,0,0.0,0,0,0.0,37016,0,37016,000,47,47000
2989,TN,TN0000303,HIXSON UTILITY DISTRICT,Medium,27292,0,0.0,0,0,0.0,27292,0,27292,000,47,47000
2990,TN,TN0000314,HUMBOLT UTILITIES-WATER DEPT,Medium,4119,0,0.0,0,0,1467.0,2652,0,4119,000,47,47000
2991,TN,TN0000322,CARYVILLE-JACKSBORO UTILITIES COMMISSION,Medium,4900,0,0.0,0,0,275.0,4625,0,4900,000,47,47000
2992,TN,TN0000328,JEFFERSON CITY WATER & SEWER C,Medium,3641,0,0.0,0,0,0.0,3641,0,3641,000,47,47000
2993,TN,TN0000331,JOHNSON CITY WATER DEPT,Large,44646,0,0.0,0,0,0.0,44646,0,44646,000,47,47000
2994,TN,TN0000338,JONESBOROUGH WATER DEPT,Medium,14000,3000,2000.0,2500,500,2000.0,4000,0,14000,000,47,47000
2995,TN,TN0000349,KINGSPORT WATER DEPT,Large,45429,0,0.0,0,0,0.0,45429,0,45429,000,47,47000
2996,TN,TN0000366,KNOXVILLE UTILITIES BOARD-KUB,Large,96855,0,0.0,0,0,0.0,0,96855,96855,000,47,47000
2997,TN,TN0000374,LA FOLLETTE UTILITIES BOARD,Medium,10548,0,0.0,0,0,0.0,10548,0,10548,000,47,47000
2998,TN,TN0000392,LAWRENCEBURG UTILITY SYSTEMS,Medium,7839,0,61.0,0,24,1696.0,6058,0,7839,000,47,47000
2999,TN,TN0000393,LEBANON WATER SYSTEM,Medium,14338,0,0.0,0,0,0.0,14338,0,14338,000,47,47000
3000,TN,TN0000396,LENOIR CITY UTILITY BOARD,Medium,9852,0,0.0,0,0,0.0,9852,0,9852,000,47,47000
3001,TN,TN0000400,LEWISBURG WATER SYSTEM,Medium,8233,0,82.0,0,0,0.0,8151,0,8233,000,47,47000
3002,TN,TN0000402,LEXINGTON WATER SYSTEMS,Medium,10935,0,25.0,10,200,10500.0,200,0,10935,000,47,47000
3003,TN,TN0000405,LIVINGSTON WATER DEPT,Medium,5755,0,0.0,0,0,0.0,5755,0,5755,000,47,47000
3004,TN,TN0000420,MCEWEN WATER DEPARTMENT,Small,1184,0,0.0,0,0,1184.0,0,0,1184,000,47,47000
3005,TN,TN0000423,MCMINNVILLE WATER DEPT,Medium,5686,0,186.0,0,0,0.0,5500,0,5686,000,47,47000
3006,TN,TN0000425,MADISONVILLE WATER DEPT,Medium,5730,0,0.0,0,0,0.0,5730,0,5730,000,47,47000
3007,TN,TN0000428,MALLORY VALLEY UTILITY DISTRICT,Medium,6500,0,0.0,0,0,5850.0,650,0,6500,000,47,47000
3008,TN,TN0000450,"MEMPHIS LIGHT, GAS, & WATER",Large,296020,20000,0.0,0,0,0.0,276020,0,296020,000,47,47000
3009,TN,TN0000472,MOORESBURG UTILITY DISTRICT,Small,725,0,0.0,0,0,725.0,0,0,725,000,47,47000
3010,TN,TN0000474,MORRISTOWN WATER SYSTEM,Medium,13241,0,0.0,0,0,0.0,13241,0,13241,000,47,47000
3011,TN,TN0000491,MURFREESBORO WATER DEPARTMENT,Large,27754,0,0.0,0,0,16206.0,11548,0,27754,000,47,47000
3012,TN,TN0000494,NASHVILLE WATER DEPT,Large,291455,6000,12000.0,0,0,0.0,273455,0,291455,000,47,47000
3013,TN,TN0000497,NEW JOHNSONVILLE WATER DEPT,Small,988,0,0.0,0,0,988.0,0,0,988,000,47,47000
3014,TN,TN0000499,NEW MARKET UTILITY DISTRICT,Medium,2011,0,0.0,0,0,0.0,2011,0,2011,000,47,47000
3015,TN,TN0000500,NEWPORT UTILITIES BOARD,Medium,12599,0,126.0,0,0,0.0,12473,0,12599,000,47,47000
3016,TN,TN0000511,NOLENSVILLE-COLLEGE GROVE UD,Medium,11065,0,0.0,0,0,7746.0,3319,0,11065,000,47,47000
3017,TN,TN0000513,NORRIS WATER COMMISSION,Medium,864,0,0.0,0,0,0.0,864,0,864,000,47,47000
